need_id,category,split
N_c9b1ca1ee5a9112cb2bdf523,Копирайтинг и редакция текста,train
N_6469a6cddf6d2e4e0679b5d1,Копирайтинг и редакция текста,train
N_2afdb6284932c62932e59046,Копирайтинг и редакция текста,train
N_9bfa3e411c6b4f626d898606,Копирайтинг и редакция текста,train
N_ee3b17dedee7e69070e1a129,Юриспруденция,train
N_f4daa72de57059222dbaf24b,Копирайтинг и редакция текста,train
N_9696806dd4bad427d3577149,Копирайтинг и редакция текста,train
N_9d46a663ab9435c61311e742,Копирайтинг и редакция текста,train
N_41a41776af5ff6b13756efc8,Копирайтинг и редакция текста,dev
N_0cb0f913b4cb255c0c7545ba,"Маркетинг (SMM, реклама, продвижение)",train
N_ac01447765f87e4ad94687dd,Копирайтинг и редакция текста,train
N_502b74500a410c7098ec9d27,Копирайтинг и редакция текста,dev
N_16937ebb6ad2f7f505860ae2,Копирайтинг и редакция текста,dev
N_dc429776ac101b75dae432fc,Копирайтинг и редакция текста,dev
N_bcf7320c0d6f77229cb5ebdf,Копирайтинг и редакция текста,train
N_e43b44637d2358c9a852951a,Копирайтинг и редакция текста,train
N_27938d483c549586f29d53b6,Копирайтинг и редакция текста,dev
N_2fb88915c58076099bbc7a0c,Копирайтинг и редакция текста,train
N_b60fd7d2ead97594ed37443b,Копирайтинг и редакция текста,train
N_819274ac925fca2bc12c5392,Копирайтинг и редакция текста,train
N_3c7ba7c783b7fe79675642c2,Копирайтинг и редакция текста,train
N_618ff1f6560f1c7104562794,Копирайтинг и редакция текста,train
N_d701384f67e80aca9282dfac,Копирайтинг и редакция текста,train
N_386441a1785c4eb4e2ad7f65,Копирайтинг и редакция текста,train
N_b4a8f571007a0055c12023e9,Копирайтинг и редакция текста,train
N_3e9999cce734d2cfdce2a787,Копирайтинг и редакция текста,dev
N_b94df829c457e95aa285657a,Копирайтинг и редакция текста,dev
N_698e79301c473558e568b07c,Копирайтинг и редакция текста,train
N_f94e81d7cdc0019e8238aa03,Копирайтинг и редакция текста,train
N_b645bf7b81213a92996945aa,Копирайтинг и редакция текста,train
N_2be93edc24a9826afeb7fdde,Копирайтинг и редакция текста,dev
N_e825481477f65b8e0d4f1747,Копирайтинг и редакция текста,train
N_49209f50451ef8c25b2feeb8,Копирайтинг и редакция текста,train
N_1861bc6068f714bd3fdfa3f8,IT-разработка и цифровые сервисы,train
N_6267b19a3a93662b42487c8b,Копирайтинг и редакция текста,train
N_883d84a401aa9627c9ad6423,"Маркетинг (SMM, реклама, продвижение)",train
N_34b3c81a0bfce96dbba414b5,Копирайтинг и редакция текста,train
N_1f719b8471e2d4136ffa7cf3,"Маркетинг (SMM, реклама, продвижение)",train
N_3647edb8ced4012899810e5a,Копирайтинг и редакция текста,dev
N_66efe56d0a77301e386bf54e,Копирайтинг и редакция текста,train
N_906624adbb34a0631f9a6495,"Маркетинг (SMM, реклама, продвижение)",train
N_188a6cd9c3a28e7b77accc3d,Копирайтинг и редакция текста,train
N_887413367ab316224e612afb,Переводы,train
N_8f825fca7d526282997ee7e8,IT-разработка и цифровые сервисы,train
N_6f3d6d517d749d38a3ec8b14,Копирайтинг и редакция текста,train
N_2620740a96d2791070b0ba24,Копирайтинг и редакция текста,train
N_e39bcdd233601078ab689067,IT-разработка и цифровые сервисы,train
N_eb0a4c2ad31a5dc321721102,Копирайтинг и редакция текста,dev
N_53db50fc00e0882d4953ef81,Копирайтинг и редакция текста,train
N_49a2e1540f63c99be05ddfe6,Копирайтинг и редакция текста,train
N_59350e2ffa29f052e15ed33e,Копирайтинг и редакция текста,train
N_f4b7dce94ecdc9d50379b3af,"Маркетинг (SMM, реклама, продвижение)",train
N_fc59d4072bbb9079e123ea8d,"Маркетинг (SMM, реклама, продвижение)",dev
N_4fe7d9d81b05e1e64c52eef9,Копирайтинг и редакция текста,train
N_0fb81f9237ecbb9e69453a5f,Копирайтинг и редакция текста,train
N_4924aac48dca8a3e1dc01107,Копирайтинг и редакция текста,train
N_a86da194c63c881fe6393b93,Копирайтинг и редакция текста,train
N_83a86d510a7ba44e22eb3aa4,Копирайтинг и редакция текста,train
N_6109f9229b6a28922d69468f,"Маркетинг (SMM, реклама, продвижение)",train
N_0084a2e99bee2145e45cbec9,Копирайтинг и редакция текста,train
N_cd4e516fa4cab0585b447f7d,Копирайтинг и редакция текста,train
N_757ef7adbd33bf079636ae87,Копирайтинг и редакция текста,train
N_4919da165e3700c5f027c497,Копирайтинг и редакция текста,dev
N_f2814b07a5f0fb9e45108bb0,"Маркетинг (SMM, реклама, продвижение)",train
N_d12b39fb7117a60a1f60cf4a,"Маркетинг (SMM, реклама, продвижение)",train
N_a8497bf7b7a36a058f5bbd46,IT-разработка и цифровые сервисы,train
N_cfba65b247e1162b9e4ccc97,Копирайтинг и редакция текста,train
N_faa6dd68972e08c47a970a29,Копирайтинг и редакция текста,dev
N_bf114506b546a1a446bb377c,"Маркетинг (SMM, реклама, продвижение)",train
N_36b1e5edc2e035345d7b73d0,Копирайтинг и редакция текста,train
N_74092277738ea4f6a690b91f,Дизайн,train
N_6befb28d2e96206fd2b8a4f2,"Маркетинг (SMM, реклама, продвижение)",dev
N_b92d4ba80075f2411925ffc9,"Маркетинг (SMM, реклама, продвижение)",train
N_8d7e74dfb201fca1a3118ac4,"Маркетинг (SMM, реклама, продвижение)",train
N_b4d5c47cb43a4e89394e6888,Копирайтинг и редакция текста,train
N_88a7545ef1bb2554bfe808a7,"Маркетинг (SMM, реклама, продвижение)",train
N_3597ca873eb237eebdf59266,"Маркетинг (SMM, реклама, продвижение)",train
N_77ebc809c64b8c45f4641f96,Копирайтинг и редакция текста,train
N_08da6bfed65ee257bc8b8bd4,"Маркетинг (SMM, реклама, продвижение)",train
N_98ee56d5077caf27cf577a75,Копирайтинг и редакция текста,train
N_c039dc24f7a3f3bceae553c1,"Маркетинг (SMM, реклама, продвижение)",dev
N_56a0fc234c54d9f70d1cf777,Копирайтинг и редакция текста,train
N_4ae4ced3af3a6dfae03e877d,Копирайтинг и редакция текста,train
N_7d4ed39589923503f993feea,Копирайтинг и редакция текста,train
N_cb3d84b40cac1696ce7b10d5,Копирайтинг и редакция текста,train
N_af1f5c85dd56305d6e5fe658,IT-разработка и цифровые сервисы,train
N_7c8aecb18c58a9397f076ebd,"Маркетинг (SMM, реклама, продвижение)",train
N_b9dd2104b8a80ccded4e4399,Копирайтинг и редакция текста,train
N_b49d016f5779586585730e21,"Маркетинг (SMM, реклама, продвижение)",train
N_1ae049c5fd1cb1bcda6c018b,"Маркетинг (SMM, реклама, продвижение)",train
N_316ce644db2250001fc56f1d,"Маркетинг (SMM, реклама, продвижение)",train
N_caf91dec14b6359e912cd95d,Копирайтинг и редакция текста,train
N_907f9dd36ab371e62927acea,"Маркетинг (SMM, реклама, продвижение)",train
N_eff704fe4cba48652f9eac86,Копирайтинг и редакция текста,train
N_3616351efaa44add1cef9273,Копирайтинг и редакция текста,train
N_5a1d8301007547ef8148251c,Копирайтинг и редакция текста,train
N_b1fe4d5a10ad4d2b2cd6c950,Дизайн,train
N_66da682a0a3d2b093578bf28,Копирайтинг и редакция текста,train
N_ecd68b8dbdbe50236caaa9e0,"Маркетинг (SMM, реклама, продвижение)",train
N_834354184e066e84688168dc,Копирайтинг и редакция текста,train
N_059226a27b0a091276ee413e,Копирайтинг и редакция текста,train
N_6bfb7b1207f06b16fb32da0d,Копирайтинг и редакция текста,train
N_d54c3bc52ce37f36b442428c,"Маркетинг (SMM, реклама, продвижение)",train
N_34e79a0627eed6a65ceed4a5,Копирайтинг и редакция текста,train
N_55face8973e5e464a5fe2610,"Маркетинг (SMM, реклама, продвижение)",dev
N_2ca8deae12195fb4086f1312,Дизайн,train
N_df2f5feb1936d71cc6ba8a2a,Копирайтинг и редакция текста,train
N_e7fa4c21a85dc28556d31ec5,"Маркетинг (SMM, реклама, продвижение)",train
N_641cb9edd43356bc5a1d6a11,"Маркетинг (SMM, реклама, продвижение)",train
N_8c81639e547b836a0d54ed2d,"Маркетинг (SMM, реклама, продвижение)",train
N_289611890d600337943cfbd4,Копирайтинг и редакция текста,train
N_a132c53de19d20ea1a6cc10d,"Маркетинг (SMM, реклама, продвижение)",train
N_7c859519f4ea82d07ec26792,"Маркетинг (SMM, реклама, продвижение)",train
N_84e73bc075c7fd97d781cc8a,"Маркетинг (SMM, реклама, продвижение)",train
N_b321954c753c0d8bfe3cb68d,"Маркетинг (SMM, реклама, продвижение)",train
N_a29f93549de9dcaf97f6be75,IT-разработка и цифровые сервисы,train
N_ff0e3492d6a9b97415b4f31a,"Фото и видеосъемка, монтаж",train
N_7fb11c3ca6eaecfe98a68492,"Фото и видеосъемка, монтаж",train
N_22bd455b99c17ebbb1fe1686,"Фото и видеосъемка, монтаж",train
N_6b195d785e18486260554a48,"Фото и видеосъемка, монтаж",train
N_74b20100bb797d72a29ce45f,"Фото и видеосъемка, монтаж",dev
N_4a6ab4ad2148d85da110c2d6,"Фото и видеосъемка, монтаж",dev
N_e8e6d8ae3088f124b7003256,"Фото и видеосъемка, монтаж",train
N_0aca4b3d744ee2ccd293ced9,"Фото и видеосъемка, монтаж",train
N_99602653fdb374866fa1c4e0,IT-разработка и цифровые сервисы,train
N_d2b2b16a93f12202b5ba9d9a,IT-разработка и цифровые сервисы,train
N_3a52b15839356799bf85ff66,IT-разработка и цифровые сервисы,train
N_bbf01f281e0820329acf95fa,IT-разработка и цифровые сервисы,train
N_0994267401c1d9fd443b6d33,IT-разработка и цифровые сервисы,dev
N_196264d46dc401ad3bf17bfb,Копирайтинг и редакция текста,train
N_e7ce01f282b0383ead692749,Переводы,dev
N_36c7714bf912484a47785e24,Переводы,train
N_42c03862f93661bac215172f,Переводы,train
N_db756bb96bd2de90529ab068,Переводы,dev
N_6afef6cbdcb6841726d1c165,Переводы,train
N_a4a9bb6823be82b2b2198758,Переводы,dev
N_c65854f497b578f5fc030518,Переводы,train
N_56e6eb449d9b77a649d4ae61,Переводы,train
N_56724f7ec986e8a41926ae1e,Переводы,train
N_991defaae9a7ef675db43f37,Переводы,train
N_3ac93f3ef2abca54e28e3a04,Переводы,train
N_1e2b6df5fb0129d313e3a1bd,Переводы,train
N_9154769dabb1da4e7468a9a6,Переводы,train
N_aef57e98c17e4633e5c573fe,Переводы,dev
N_74f464dc92cf0b23eb50258f,Переводы,train
N_623d031f24a48aa80537f768,Переводы,train
N_e9368f5e23ca7e5d6d8fb979,Переводы,dev
N_997a5e9ffd5b984b49ac29b9,Переводы,train
N_87b4bab4e5e69f4da42c45f5,Переводы,dev
N_57eed4bbad22c1ef6a87d2c7,Переводы,train
N_eac1992cf862c25256aca18c,Переводы,train
N_3ff899df6ab67eeecf97f2bb,Переводы,train
N_1ef9122b47e0de363b0fa620,IT-разработка и цифровые сервисы,dev
N_5af19cf95762cba0649f335b,IT-разработка и цифровые сервисы,train
N_34a218a8a77c92cfa8c62148,IT-разработка и цифровые сервисы,dev
N_a90e3461b2a99680407e4e4c,Копирайтинг и редакция текста,train
N_115000fdb71b0c268fe2c0ec,Дизайн,train
N_c789bc9d423e6cfd3917ad53,Копирайтинг и редакция текста,train
N_289b248112d208874af4a2f2,IT-разработка и цифровые сервисы,train
N_33346363a66c60de9ba7ff4d,IT-разработка и цифровые сервисы,train
N_c7aafe259ed5a565c3f023ea,Копирайтинг и редакция текста,dev
N_bc51e80072ffcc34a3511e4e,Переводы,train
N_4b8ed985cc69d3dc41bcfc31,Копирайтинг и редакция текста,dev
N_8bf9d5afdb10df5384dc7b67,IT-разработка и цифровые сервисы,train
N_ffa508440a165b493716c766,"Маркетинг (SMM, реклама, продвижение)",dev
N_410439d3d1253f272c8ab57f,IT-разработка и цифровые сервисы,train
N_2ce59bb0050d4a94fcb1dea4,IT-разработка и цифровые сервисы,train
N_1b81dca9aeea6cbfaa7610a3,IT-разработка и цифровые сервисы,train
N_39098027b105c5308b096d52,IT-разработка и цифровые сервисы,train
N_6350fcd2e21b875398650b2e,Переводы,train
N_aa32938a967eadcebf3edf6f,Копирайтинг и редакция текста,dev
N_c113e82914239fc535660d44,IT-разработка и цифровые сервисы,train
N_c5f40adbf861e68605129f48,"Маркетинг (SMM, реклама, продвижение)",train
N_574e7dd728f42ca0ce3e4eda,Копирайтинг и редакция текста,train
N_123697aaeae7b79acfeb1a74,Копирайтинг и редакция текста,dev
N_4c80503855c2c3494bda0408,"Маркетинг (SMM, реклама, продвижение)",train
N_d1be44a933175744fda5e4f6,Копирайтинг и редакция текста,train
N_432cb62dbd663c2da606e319,IT-разработка и цифровые сервисы,train
N_494e5d9252531fafc97c7319,"Маркетинг (SMM, реклама, продвижение)",dev
N_26f69ff3ee5ccfc459a30d41,IT-разработка и цифровые сервисы,dev
N_4f773b9419ab5cee22c98775,Копирайтинг и редакция текста,train
N_2752509afe0ff99bc0816a6d,IT-разработка и цифровые сервисы,train
N_ef17a51d2f3796c412e40340,IT-разработка и цифровые сервисы,dev
N_c6223d6975644fb44144a1c4,IT-разработка и цифровые сервисы,train
N_4902c7dd60588780ff478ad4,IT-разработка и цифровые сервисы,dev
N_7c78e76586c65611b20d369a,Переводы,train
N_edb7025bfddc9fa62bb80c8c,"Маркетинг (SMM, реклама, продвижение)",train
N_7808a59cdcec2536e7885ddb,"Маркетинг (SMM, реклама, продвижение)",train
N_430db8eecc24c62c98e685cc,Копирайтинг и редакция текста,train
N_c43769d03fcfbd00c2639bce,IT-разработка и цифровые сервисы,train
N_7a67623ca427490b1f1b393e,Копирайтинг и редакция текста,train
N_2cae22c9658dd77f83b715b0,Копирайтинг и редакция текста,train
N_bfa5b2bfd8f94486753849a9,Дизайн,dev
N_f9368eab3e465b4371dfd009,Копирайтинг и редакция текста,train
N_98b0e7770815c8fc7ed5ccc3,IT-разработка и цифровые сервисы,train
N_77dd96a2e4db15f9b30a4feb,"Маркетинг (SMM, реклама, продвижение)",dev
N_251e803e9bbdb5c0f55ce0f2,"Маркетинг (SMM, реклама, продвижение)",train
N_bf49da9ea5cb59928fbb26ce,IT-разработка и цифровые сервисы,train
N_91b83c2e6290c81db6d21ef0,Копирайтинг и редакция текста,dev
N_90a45b87efe72fc9cc19a0f9,"Маркетинг (SMM, реклама, продвижение)",train
N_cb973311c98ee1609b6f5757,Копирайтинг и редакция текста,dev
N_1479a8d555f562ca8d1a4df2,"Маркетинг (SMM, реклама, продвижение)",train
N_a031039d37e7fe1ad77fc525,IT-разработка и цифровые сервисы,train
N_6adddac7dc4c75332ce42d11,IT-разработка и цифровые сервисы,train
N_5d431239ceb3695e16fc9524,"Маркетинг (SMM, реклама, продвижение)",train
N_db79c507ef7604e7b021fb9a,Копирайтинг и редакция текста,dev
N_0e3eda7bf172cd2bac80a59f,Копирайтинг и редакция текста,train
N_d071c674c74b5a071e679963,Юриспруденция,dev
N_ee45acd4959480740f0a27e1,Юриспруденция,train
N_00c8047cb93201ba14e556a7,Юриспруденция,dev
N_8f09cf03721ab039fd3469bc,Юриспруденция,dev
N_3bf627cd4fd5ae4f2d61c468,Юриспруденция,train
N_a75b4889ed74a9a1523f96c5,Юриспруденция,train
N_2b77c83daeb63db058fd6217,Юриспруденция,train
N_a8f78fb052115593a6fb442b,Юриспруденция,train
N_3f10613a3991067eba421df0,Юриспруденция,train
N_74e036f235e80f67258073cd,Юриспруденция,train
N_5b1ecbf4a47bb1535439a275,Юриспруденция,train
N_ebe790cf0a5c2728d999cdb8,Юриспруденция,train
N_98a21ba9f530d9031da7beda,Юриспруденция,train
N_dbe555477bd19b54c069d324,Юриспруденция,dev
N_e412da003a4239d6ae5efe0f,Юриспруденция,train
N_abfb33ade745cbe3ff071bde,Юриспруденция,dev
N_2afef2af1534c59cc5f6cbfe,Юриспруденция,train
N_75bdb51bb6e54ecc86accb53,Юриспруденция,train
N_33b96c133a5be3ec678be241,Юриспруденция,train
N_3fe0d30d8c888845a570abd1,Юриспруденция,train
N_b14172b4649ed6eb9b3d6a9c,Юриспруденция,train
N_d6a432c5cae3d89b1761d429,Юриспруденция,train
N_3d7f531ceb3fc91297262808,Копирайтинг и редакция текста,train
N_f4280bf8b2687a56add29e22,IT-разработка и цифровые сервисы,dev
N_015e788e6499d8516b9912b5,Копирайтинг и редакция текста,train
N_db4c1683cb4bb4fe6ff118dc,Копирайтинг и редакция текста,train
N_2a29774dee3dfe0e65f9d8f9,"Маркетинг (SMM, реклама, продвижение)",train
N_ff8d2d0f7e70ad01b2108fee,"Маркетинг (SMM, реклама, продвижение)",train
N_ca7a532676637d9f41b7defc,Дизайн,train
N_7ce352b0636771486e0c09d6,"Маркетинг (SMM, реклама, продвижение)",train
N_38423765cabe752252375f32,"Маркетинг (SMM, реклама, продвижение)",dev
N_14451b481fa6be17f14561a2,"Маркетинг (SMM, реклама, продвижение)",train
N_33cc66235f33ee0ee6a6658d,"Маркетинг (SMM, реклама, продвижение)",train
N_be0f5f661212755bd8e483a5,IT-разработка и цифровые сервисы,train
N_daa7dc6f58295a7b9a57054e,IT-разработка и цифровые сервисы,dev
N_4f4e21244e17dfc2553881bb,IT-разработка и цифровые сервисы,train
N_d0af39639fe41652bb6b006d,IT-разработка и цифровые сервисы,train
N_60b04e0a0d8cf15688273654,IT-разработка и цифровые сервисы,train
N_8802136da7e96b9d0d1ac28d,IT-разработка и цифровые сервисы,train
N_8ced7337827511844db87a73,IT-разработка и цифровые сервисы,train
N_4db252eb39a6d38670743b21,IT-разработка и цифровые сервисы,train
N_b0c7b86e93f27e39d90aae63,IT-разработка и цифровые сервисы,dev
N_ba8d3e969677ce784ddb1d9c,IT-разработка и цифровые сервисы,dev
N_78b7c336cb34c5de5c567cba,IT-разработка и цифровые сервисы,dev
N_2f8a4c444dad9dc1874a6405,IT-разработка и цифровые сервисы,train
N_e00022a56b28ab15a1839579,IT-разработка и цифровые сервисы,train
N_75f6aa778fe0be96711894cd,IT-разработка и цифровые сервисы,dev
N_98fd24f095d3e719c77a79ec,IT-разработка и цифровые сервисы,train
N_f6fd32ea88440a9b00852563,IT-разработка и цифровые сервисы,train
N_ef1097c079ddea9cb28dc04b,IT-разработка и цифровые сервисы,train
N_2e521fb616e4a3a4d0181562,IT-разработка и цифровые сервисы,train
N_357a1efcd5f8a55cee19e682,IT-разработка и цифровые сервисы,train
N_901e7c00e3146d7e9b3747b0,IT-разработка и цифровые сервисы,train
N_0f09cdb2fe092367104b3af9,IT-разработка и цифровые сервисы,dev
N_0a60f69706dbda7a18145fb0,IT-разработка и цифровые сервисы,train
N_b44234ee1340289bafc414e5,IT-разработка и цифровые сервисы,train
N_b5dd75283a5c0bd65fd65f30,IT-разработка и цифровые сервисы,train
N_65ea594b69823186075b6d0e,IT-разработка и цифровые сервисы,train
N_e4f12fbf6637defdbdfc1166,IT-разработка и цифровые сервисы,train
N_aa570c3c88bcca3d9581a381,IT-разработка и цифровые сервисы,train
N_42276746c20c4432d9e63413,IT-разработка и цифровые сервисы,train
N_47154d40930f769c6bd09fe8,IT-разработка и цифровые сервисы,train
N_ce7979c9de4449bbbc955a9b,IT-разработка и цифровые сервисы,train
N_d00675fe3a20e427898c31d6,IT-разработка и цифровые сервисы,train
N_d5fd3a9d7c512f9cd5715490,IT-разработка и цифровые сервисы,train
N_b04302bd0e4c7c66e9a2362c,IT-разработка и цифровые сервисы,train
N_39e87085cf46cf7a8683be89,"Маркетинг (SMM, реклама, продвижение)",train
N_6cb5c6d6271a31b9f80c3016,"Маркетинг (SMM, реклама, продвижение)",dev
N_fd830ff75e6f3cbdbc84fa37,"Маркетинг (SMM, реклама, продвижение)",train
N_4b1f1cbb198233882ebffa71,"Маркетинг (SMM, реклама, продвижение)",dev
N_b922d8e196df2931eb587b6d,"Маркетинг (SMM, реклама, продвижение)",train
N_2434fc72d063a71639c0eed4,Копирайтинг и редакция текста,train
N_f772c7110ea8dd9cd46caf39,Копирайтинг и редакция текста,train
N_0477926007b1b19fb7344401,"Маркетинг (SMM, реклама, продвижение)",train
N_4ca7c157068b88ef853d4679,"Маркетинг (SMM, реклама, продвижение)",dev
N_f7ab27129509b6ae348b1482,"Маркетинг (SMM, реклама, продвижение)",train
N_d512e0bd35af5da22016a3fe,Копирайтинг и редакция текста,dev
N_8b84f1c7db72c02916cde0fb,"Маркетинг (SMM, реклама, продвижение)",train
N_ef00e002750549b41ae69710,"Маркетинг (SMM, реклама, продвижение)",train
N_7319c362089d960637e2bc71,"Маркетинг (SMM, реклама, продвижение)",dev
N_cf2529fa4147cb9225b74ee6,"Маркетинг (SMM, реклама, продвижение)",train
N_cb15bb7b25352a091b5e7f3e,"Маркетинг (SMM, реклама, продвижение)",train
N_6e18a179ae66b02301073127,"Маркетинг (SMM, реклама, продвижение)",train
N_07269f89974b41ad281f4f16,"Маркетинг (SMM, реклама, продвижение)",train
N_7e421392536de0d7f8d5ccee,"Маркетинг (SMM, реклама, продвижение)",dev
N_9f19fccb820776c4dbc99aa1,"Маркетинг (SMM, реклама, продвижение)",train
N_70496a59d5fc5764d6c62a61,"Маркетинг (SMM, реклама, продвижение)",train
N_16b6b10489188fb9ae9ca0da,Дизайн,train
N_a5f83e70132bf35701651c0e,Дизайн,dev
N_d2fb0a9395b766e443eaede6,Дизайн,train
N_e1ca479fe5ec272a1c36df93,Дизайн,train
N_fb2a2bb88f422e802bd7ed64,Дизайн,train
N_8dd1ac39cd20c26974a7eacd,Дизайн,train
N_f08969ef79bfca47dad6b8fe,"Маркетинг (SMM, реклама, продвижение)",train
N_3cb5f15dfd395f92f7bd0df6,Дизайн,train
N_6d2baaf486c140e2c53d57b7,Дизайн,dev
N_5a921a4ae353e0b3c180c4e7,Дизайн,train
N_3fe7d8ad21bde892e6aab665,Дизайн,train
N_d1922b9b534fcade0f61e43f,Дизайн,train
N_565b54a365e2adbd00622e4c,Дизайн,train
N_ce1ed5231c99d176b602ed37,Дизайн,train
N_d806e8500c45b75a991cf4ea,Дизайн,dev
N_c4346e7c14608b99723deaaa,Дизайн,train
N_6fea66c013e08ba1564865e4,Дизайн,dev
N_9c23e8212a06b9bae94edfa5,Дизайн,dev
N_da916d4bfa07872e622e25bc,Дизайн,train
N_3438bd786b4b963789f56b6a,Дизайн,train
N_41d8ff3677aa851c16ef6458,IT-разработка и цифровые сервисы,train
N_7b50bfb1266952a66c1368c8,Дизайн,train
N_e3e2b1136d92c1b60c64c353,Дизайн,train
N_5f949e37fb94f41ad51509c4,Дизайн,train
N_c5d7f6d272b31fc44a5becd5,Дизайн,train
N_d5f5814f4a531f5530ce308d,Дизайн,train
N_33171500f62ec9120a1b40cf,Дизайн,train
N_be301579fb8c9f3f4dc20442,Дизайн,train
N_06ac0293a22e1519dd70355c,Дизайн,dev
N_4363c5f216e74d6f9c71b893,Дизайн,train
N_15746dabfbde94b279cdc891,IT-разработка и цифровые сервисы,train
N_92b3939597eace8e28d9e1aa,Дизайн,dev
N_eb4bc545815fb7d47cfb8c19,Дизайн,train
N_9d98d1742f59b20abe674349,Дизайн,train
N_3df3afa4a1331583d37f8fa1,Дизайн,train
N_f140830262292f22a921eb60,Дизайн,train
N_72cc8413cc96769ebfff1b30,Дизайн,train
N_aa8815267effb08aea5b4629,Дизайн,dev
N_94c9639700cb224eec548325,Дизайн,train
N_87738f8140b8fa8bc48840d1,Дизайн,train
N_f09a2c476cd222b127659543,Дизайн,train
N_de633b156b956ef11b866962,Дизайн,train
N_e68ee06bbade0b630662f35a,Дизайн,train
N_0d2ba6b6f40e06846a48c2c4,Дизайн,dev
N_aa7d72a47ac65a50f29d7264,Дизайн,train
N_f485865f4fffdfb546b7dcd9,Дизайн,train
N_c444e4247997357ed85ea708,Дизайн,dev
N_29058b408f95143692ccd326,Дизайн,train
N_89dcb4fe1291b5105a2ff20c,Дизайн,train
N_36e561f226e73f00f8bbd280,Дизайн,train
N_bf87c824a2e55092991873eb,Дизайн,train
N_e081771a62688e6e11aa5746,Дизайн,dev
N_83356aa5cfc6da87345a74b7,Дизайн,train
N_26c6667789f9925ed388644d,Дизайн,train
N_0eedde28c800bf90481d9513,Дизайн,train
N_d16570f2e04431d3d73ad53c,Дизайн,train
N_0b5c86d008dc8d72da53b275,Дизайн,train
N_89a818fff9bab2f63be82a45,Дизайн,dev
N_15d85d42d82e8156d5f5b19d,Дизайн,dev
N_eacb86fa10b3e6f7ace37821,Дизайн,train
N_a27ece5d602be4ebb3223404,Дизайн,dev
N_d35bcda51be55223afbe45ff,Дизайн,train
N_e453150757f3c6f15bcdbc2c,Дизайн,dev
N_8a1421d164e7a7f3bbd5c787,Дизайн,train
N_ddd190ebd611b20b26f28927,Дизайн,train
N_d344550f9b4f8f68a82c13fa,Дизайн,train
N_dc97cc4562dda7104602d852,Дизайн,train
N_dcfb48e85dc9ad07d8698117,Дизайн,train
N_271af8e333a6bdb95d5b75fa,Дизайн,dev
N_4f74a67e8e3c88450280cbe4,Дизайн,train
N_d4d16194eb8c7589b0c94af5,Дизайн,train
N_23959d8cc4e20e5d39f3f9bb,Дизайн,train
N_d47f65972848e5b1be88ab5d,Дизайн,train
N_024117b93ab3f11c740f7192,Дизайн,train
N_1810fb66b4a671323c70c66e,Дизайн,train
N_79b8b143f4548353c36249cd,Дизайн,train
N_628a2fe12899ad20d120ce4a,Дизайн,train
N_dc05b1533a6cf9ef1811c5e7,Дизайн,train
N_b803a4b40e465c225a3808fc,Дизайн,train
N_6643692d4066fb2d3897e417,"Маркетинг (SMM, реклама, продвижение)",train
N_c282ccde1b46ab69576c5a9f,Дизайн,train
N_49193728bc18636f1a22a89f,Дизайн,train
N_4d5bd207a52f90dfd5646b86,Дизайн,train
N_8d68e16d3b8c78ad260b69fc,Дизайн,train
N_d21a68858401558f3fb97b9e,Дизайн,train
N_a640641f0fd81c14a566a362,Дизайн,train
N_f2a1dc8a0580f0f2ffa9f808,Дизайн,train
N_cec633755f58e53792054206,Дизайн,train
N_1dfa5dce9dfa7b0d2201176b,Дизайн,train
N_e99070687f969ebdf6301c61,Дизайн,train
N_2311bc5f5d40928d9db26f8d,Дизайн,train
N_2e10a19d5f51652d4db63323,Дизайн,train
N_af323c2562831b8e01296e17,Копирайтинг и редакция текста,dev
N_e5d79d964a57e89542008191,Дизайн,dev
N_4000c9475af048cc1e215346,Дизайн,train
N_cead4bc17a52f21ccf76ed9b,Дизайн,train
N_58615dd00e4fc13c50eb07ba,Дизайн,train
N_6649738a93ce24509e898efa,Дизайн,train
N_8ff5dd9680324ebe5493ed38,Дизайн,train
N_66646771c98ef7873028bbeb,"Маркетинг (SMM, реклама, продвижение)",train
N_512f79040478c00aee4bf266,Дизайн,train
N_230a6f1e8abb799645be8003,Дизайн,train
N_2aa7e1d463245bda24ddd6f9,Дизайн,train
N_d81c245dd6d33021c7ea1aaf,Дизайн,train
N_8e6319efea93d41bbda93126,Дизайн,train
N_948964258c03106737b8a374,Дизайн,train
N_d5cc3e0cdaff569e0f44b45f,"Маркетинг (SMM, реклама, продвижение)",dev
N_dcc952bf69d7854a4e74efc1,IT-разработка и цифровые сервисы,train
N_d0c5c57f9aba8949e7c1bbe0,"Маркетинг (SMM, реклама, продвижение)",dev
N_8fb6a77e8c918b8a61e9f550,Копирайтинг и редакция текста,train
N_acc1d0471a31c2829d6b9eaf,Дизайн,train
N_c4bbd1eb20fe50e6366b6032,"Маркетинг (SMM, реклама, продвижение)",train
N_4e2d20c51f57c4b4fceeaae8,"Маркетинг (SMM, реклама, продвижение)",train
N_767cde65720207b3a6e52495,"Маркетинг (SMM, реклама, продвижение)",train
N_db1418b2ee3bb0f8168c61b9,"Маркетинг (SMM, реклама, продвижение)",train
N_bc2cbb011c4ab30aa6ce3742,"Маркетинг (SMM, реклама, продвижение)",train
N_8437a44146693e035059757e,Юриспруденция,train
N_a97c1a63759e4b37a321feeb,"Маркетинг (SMM, реклама, продвижение)",train
